0.17, 1.15, 1.92, 7.83, 3.89, 4.99, 6.23, 7.46, 8.68, 10.42, 11.1, 12.22, 13.32, 14.69, 16.03, 18.26, 18.62, 20.41, 21.85, 22.9, 24.27, 25.72, 26.93, 28.66,30.01
0.17, 4.26, 8.75, 2.56, 3.31, 4.25, 5.0, 5.87, 6.88, 7.61, 9.22, 9.26, 10.4, 11.24, 12.33, 13.23, 14.19, 15.56, 17.65, 17.65, 19.88, 19.2, 22.41, 21.48, 23.54
0.19, 4.7, 4.52, 2.54, 3.22, 3.84, 4.51, 8.92, 8.19, 7.76, 7.54, 8.49, 9.24, 9.84, 10.66, 11.67, 14.5, 13.07, 14.16, 14.9, 15.64, 16.72, 20.45, 18.16, 19.02
